"Part";"Value";"Device";"Package";"Description";"DATASHEETURL";"DESCRIPTION";"FAMILY_NAME";"GENERIC_PART_NUMBER";"INDUSTRY_STD_PKG_TYPE";"MANUFACTURER";"MANUFACTURER_PART_NUMBER";"MF";"MPN";"OC_FARNELL";"OC_NEWARK";"PACKAGE";"PACKAGE_DESIGNATOR";"PIN_COUNT";"PROD_ID";"SPICEMODEL";"SPICEPREFIX";"SUPPLIER";"TOLERANCE";"VALUE";"VENDOR";
"R155";"";"R-US_R0402";"R0402";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R156";"";"R-US_R0402";"R0402";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R157";"";"R-US_R0402";"R0402";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R159";"";"R-US_R0402";"R0402";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R160";"";"R-US_R0402";"R0402";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R161";"";"R-US_R0402";"R0402";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R162";"";"R-US_R0402";"R0402";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R163";"";"R-US_R0402";"R0402";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R164";"";"R-US_R0402";"R0402";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R165";"";"R-US_R0402";"R0402";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R167";"";"R-US_R0402";"R0402";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R168";"1K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R169";"261";"RESISTOR0402-RES";"0402-RES";"Resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R170";"261";"RESISTOR0402-RES";"0402-RES";"Resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R171";"261";"RESISTOR0402-RES";"0402-RES";"Resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R172";"261";"RESISTOR0402-RES";"0402-RES";"Resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R173";"47k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R174";"4.7k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R175";"4.7k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R176";"4.7k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R177";"4.7k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R178";"4.7k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R179";"4.7k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R180";"4.7k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R181";"4.7k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R182";"4.7k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R183";"100";"RESISTOR0402-RES";"0402-RES";"Resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R184";"160";"RESISTOR0402-RES";"0402-RES";"Resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R185";"261";"RESISTOR0402-RES";"0402-RES";"Resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R186";"100";"RESISTOR0402-RES";"0402-RES";"Resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R187";"1K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R188";"1K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R189";"698";"RESISTOR0402-RES";"0402-RES";"Resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R190";"47k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R191";"100k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R192";"10k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R193";"65k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"RED";"RED";"LED0603";"LED-0603";"LEDs";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"S1";"KMR231GLFS";"KMR231GLFS";"KMR231GLFS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"S2";"KMR231GLFS";"KMR231GLFS";"KMR231GLFS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"S3";"KMR231GLFS";"KMR231GLFS";"KMR231GLFS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"SPI1.1";"JST_SH_6";"JST_SH_6";"JST_SH_6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"SPI1.2";"JST_SH_6";"JST_SH_6";"JST_SH_6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"TP2";"TESTPOINT";"TESTPOINT";"TESTPOINT";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"TP3";"TESTPOINT";"TESTPOINT";"TESTPOINT";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"TP4";"TESTPOINT";"TESTPOINT";"TESTPOINT";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"TP5";"TESTPOINT";"TESTPOINT";"TESTPOINT";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"TP6";"TESTPOINT";"TESTPOINT";"TESTPOINT";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"TP7";"TESTPOINT";"TESTPOINT";"TESTPOINT";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"TP8";"TESTPOINT";"TESTPOINT";"TESTPOINT";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"TP12";"TESTPOINT";"TESTPOINT";"TESTPOINT";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U$1";"PJ-002A";"PJ-002A";"PJ-002A";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U$3";"TPS65217C";"TPS65217C";"TPS65217C";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U$4";"DMC564040R";"DMC564040R";"DMC564040R";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U$5";"DMC564040R";"DMC564040R";"DMC564040R";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U$14";"SERVO_HEADERS_8X";"SERVO_HEADERS_8X";"3X8_0.1"_HEADER";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U1";"MPU-9250";"MPU-9250";"QFN24G-0.4-3X3MM";"314990005";"";"";"";"";"";"";"";"";"MPU-9250";"";"";"";"";"";"";"";"";"";"";"MPU-9250";"";
"U3";"SN74LVC1G06DCK";"SN74LVC1G06_DCK_5";"DCK5";"";"http://www.ti.com/lit/gpn/SN74LVC1G06";"Single Inverter Buffer/Driver With Open-Drain Output";"LL INVERTING BUFFER AND DRIVER";"SN74LVC1G06";"SC70";"Texas Instruments";"sn74lvc1g06_dck_5";"";"";"";"";"";"DCK";"5";"";"";"";"";"";"";"Texas Instruments";
"U4";"TL5209";"TL5209";"TL5209";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U5";"AM3358_BZCZ_324";"AM3358_BZCZ_324";"BZCZ324";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U6";"SN74LVC1G74_DCT_8";"SN74LVC1G74_DCT_8";"DCT8";"";"http://www.ti.com/lit/gpn/SN74LVC1G74";"Single Positive-Edge-Triggered D-Type Flip-Flop With Clear and Preset";"LL FLIP-FLOP";"SN74LVC1G74";"SM8";"Texas Instruments";"sn74lvc1g74_dct_8";"";"";"";"";"";"DCT";"8";"";"";"";"";"";"";"Texas Instruments";
"U7";"24LC_32AT-I/OT";"24LC_32AT-I/OT";"SOT95P290X145-5N";"IC, I2C Serial EEPROM,SOT-23-5";"";"";"";"";"";"";"";"";"24LC32AT-I/OT";"1700993  ";"08P0113";"SOT-23-5 ";"";"";"";"";"";"MICROCHIP";"";"";"";
"U8";"TPS2051BD";"TPS2051B_D_8";"D8";"";"http://www.ti.com/lit/gpn/TPS2051B";"Single, Current-Limited, Power-Distribution Switch";"USB POWER SWITCH";"TPS2051B";"SOIC";"Texas Instruments";"tps2051b_d_8";"";"";"";"";"";"D";"8";"";"";"";"";"";"";"Texas Instruments";
"U9";"TPD4S012";"TPD4S012_DRY_6";"DRY6";"";"http://www.ti.com/lit/gpn/TPD4S012";"4-Channel USB ESD Solution with Power Clamp";"ESD Solution";"TPD4S012";"SON";"Texas Instruments";"tpd4s012_dry_6";"";"";"";"";"";"DRY";"6";"";"";"";"";"";"";"Texas Instruments";
"U10";"TPD4S012";"TPD4S012_DRY_6";"DRY6";"";"http://www.ti.com/lit/gpn/TPD4S012";"4-Channel USB ESD Solution with Power Clamp";"ESD Solution";"TPD4S012";"SON";"Texas Instruments";"tpd4s012_dry_6";"";"";"";"";"";"DRY";"6";"";"";"";"";"";"";"Texas Instruments";
"U12";"MT41K256M16HA";"MT41K256M16HA";"MT41K256M16HA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U13";"";"MTFC4GLDEA";"MTFC4GLDEA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"U15";"SN74LVC2G241DCU";"SN74LVC2G241_DCU_8";"DCU8";"";"http://www.ti.com/lit/gpn/SN74LVC2G241";"Dual Buffer/Driver With 3-State Outputs";"LL BUFFER AND DRIVER WITH 3-STATE OUTPUT";"SN74LVC2G241";"US8";"Texas Instruments";"sn74lvc2g241_dcu_8";"";"";"";"";"";"DCU";"8";"";"";"";"";"";"";"Texas Instruments";
"U16";"SN74LVC1G07DCK";"SN74LVC1G07_DCK_5";"DCK5";"";"http://www.ti.com/lit/gpn/SN74LVC1G07";"Single Buffer/Driver With Open-Drain Output";"LL BUFFER AND DRIVER WITH OPEN-DRAIN OUTPUT";"SN74LVC1G07";"SC70";"Texas Instruments";"sn74lvc1g07_dck_5";"";"";"";"";"";"DCK";"5";"";"";"";"";"";"";"Texas Instruments";
"UART1";"JST_SH_4";"JST_SH_4";"JST_SH_4_SMD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"UART5";"JST_SH_4";"JST_SH_4";"JST_SH_4_SMD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Y1";"CM200C-32.768KAZF-UT";"CM200C-32.768KAZF-UT";"CM200C-32.768KAZF-UT";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Y2";"445C33D24M00000";"445C33D24M00000";"445C33D24M00000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Y4";"ASDMB-24.576MHZ-LC-T";"ASDMB-24.576MHZ-LC-T";"ASDMB-24.576MHZ-LC-T";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
